code,attrition,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,activ,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,online_data
220,0,1,2,2,0,1,1,22,0.668,0.203,0.042,4,2,0,2,1,2,3,2,1,4,5,0,5,0,0,2,1,1,1,4,3,3,2,2,4,3,NA,NA,NA,NA,5,2,4,4,5,1,2,4,1,0,1,0,1,1,1,-1,1,1,1,60,95,1,2,1,3,3,2,6,-3,-3,-3,1,1,7,3,7,3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
221,0,0,2,4,0,1,1,23,0.668,0.203,0.042,4,4,1,2,1,4,3,2,2,2,5,4,5,0,0,4,1,1,1,4,3,3,1,2,2,3,NA,NA,NA,NA,"1,3",4,3,3,3,4,3,3,3,2,3,0,1,0,1,0,-1,0,1,82,84,1,1,1,2,3,2,6,-3,-3,-3,-1,0,4,-3,4,-1,3,3,-3,-3,-3,-3,0,0,-1,1,-2,0,0,0,0,0,0,-1,0,0,-3,0,0,0,0,0
222,0,1,1,2,0,1,1,23,0.668,0.203,0.042,4,4,2,2,2,3,4,2,2,3,5,0,5,1,0,5,2,2,1,3,2,4,1,3,4,4,NA,NA,NA,NA,"1,3,4,6",3,4,3,4,3,5,3,3,3,2,1,1,0,1,0,0,0,1,83,100,1,2,1,2,3,3,7,-3,-3,-3,-2,2,2,-3,4,-3,3,3,-3,-3,-3,0,3,0,-2,4,1,0,2,0,0,0,4,0,2,1,0,0,1,1,0,0
223,0,0,2,4,0,1,1,23,0.668,0.203,0.042,2,4,1,1,3,4,3,2,2,4,5,5,5,0,0,4,2,1,1,4,4,3,4,4,3,3,84.39716312,88.23529412,1.680672269,10.08403361,"4,6",3,2,3,3,1,3,2,3,1,2,1,1,0,1,1,0,0,1,95,100,1,1,0,1,2,1,7,-3,-3,-3,-3,1,5,1,7,3,3,3,-3,-3,-3,2,-1,4,4,4,4,3,-4,-4,4,0,0,3,0,4,4,4,-2,-4,4,1
224,0,0,1,4,1,1,1,26,0.668,0.203,0.042,4,3,2,2,2,3,3,3,2,3,2,1,4,1,0,4,2,1,1,4,4,4,4,4,2,4,80.3030303,94.33962264,1.986097319,3.67428004,4,5,2,2,3,2,4,3,4,3,2,0,1,0,1,-1,1,-1,1,25,90,2,3,2,4,3,3,6,-1,1,1,2,5,3,-1,6,3,3,1,-2,1,1,-3,3,0,4,-1,0,-2,2,0,2,0,1,-4,-4,1,-3,3,-2,-4,2,1
225,0,0,2,2,1,1,1,26,0.668,0.203,0.042,4,4,1,1,2,2,3,3,0,2,5,0,5,0,0,4,1,1,1,4,4,4,2,2,3,3,NA,NA,NA,NA,5,3,1,2,4,4,3,2,3,2,1,-1,-1,-1,1,0,0,0,1,90,96,1,1,1,1,3,1,6,-3,-3,-3,-3,0,6,3,7,2,3,3,-2,-3,-3,-3,3,-4,0,-3,-4,0,4,4,-4,0,4,4,-2,-2,-1,0,-1,-1,-2,0
226,0,1,2,5,1,0,1,27,0.668,0.203,0.042,4,4,2,2,2,4,4,2,1,4,1,0,5,0,0,4,1,1,2,4,4,1,1,0,4,2,38.62011439,69.22760465,15.69474442,15.07765093,"3,6",3,1,1,1,3,4,2,4,4,2,1,1,1,-1,1,1,1,1,100,100,2,3,1,3,3,2,7,-3,-3,-3,0,4,4,2,4,3,0,0,0,0,0,3,3,4,0,4,4,0,-3,-3,0,0,4,0,0,0,0,0,0,0,0,1
227,0,0,2,4,0,1,1,23,0.668,0.203,0.042,4,4,1,2,1,3,3,1,2,4,5,4,5,0,0,2,1,1,1,4,4,4,1,3,3,4,NA,NA,NA,NA,"1,4",4,1,2,3,3,4,4,4,3,2,-1,1,-1,1,0,1,0,1,70,70,2,3,2,3,2,2,5,-3,-3,-3,-3,2,4,3,6,0,3,3,-2,-2,-3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
228,0,0,2,4,0,1,1,27,0.668,0.203,0.042,4,4,2,1,1,4,1,3,3,4,5,0,5,0,0,3,1,2,1,4,3,3,2,2,3,2,NA,NA,NA,NA,5,4,1,1,2,3,4,2,4,4,1,0,0,0,1,0,0,0,1,60,80,1,2,1,2,2,2,7,-2,-2,-1,-1,4,6,-3,7,1,2,3,-2,-2,0,-2,-1,-2,-1,-1,-1,2,1,2,-3,2,-2,-1,1,1,-2,2,-1,2,-3,0
229,0,1,2,2,0,-1,1,20,0.668,0.203,0.042,4,4,1,3,1,4,4,2,2,4,5,5,5,0,0,2,3,3,0,4,4,2,4,0,2,3,NA,NA,NA,NA,"1,3,4",5,2,2,2,3,4,2,4,4,3,1,-1,1,1,0,0,1,0,80,100,1,1,0,1,1,1,7,-3,-3,-3,-3,0,7,-1,7,-3,3,3,0,0,-3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
230,0,1,2,4,1,3,1,46,0.668,0.203,0.042,4,3,1,2,3,4,3,2,2,3,2,0,2,0,0,3,1,1,1,4,4,4,3,3,4,4,NA,NA,NA,NA,"1,4,5",5,1,1,1,1,4,1,5,3,3,0,0,0,1,0,0,0,1,80,70,1,2,1,3,1,2,6,-3,-3,-3,-2,1,1,3,7,2,3,3,-1,0,0,-1,-1,-3,-2,-1,-1,-1,1,1,0,0,0,0,0,0,0,0,0,0,0,0
231,0,0,2,4,1,0,1,28,0.668,0.203,0.042,4,4,1,2,3,3,1,3,1,3,4,0,4,0,0,1,2,1,2,4,3,2,2,3,3,3,NA,NA,NA,NA,"1,3,5",5,1,1,3,3,4,2,4,3,1,0,1,0,-1,0,1,-1,1,52,73,1,1,2,1,1,1,4,-3,-3,-3,-2,1,1,-1,7,2,3,1,-3,-3,-3,-1,3,0,0,0,0,-1,-1,-4,-4,-3,4,1,1,1,0,0,0,-2,-3,0
232,0,1,2,2,0,-1,1,28,0.668,0.203,0.042,4,4,2,2,3,4,3,2,2,4,5,1,4,0,0,2,2,2,2,4,4,4,4,4,3,4,NA,NA,NA,NA,1,2,1,1,1,1,4,1,5,4,1,-1,0,0,1,-1,0,0,0,78,96,1,2,2,4,3,2,7,-3,-3,-3,-3,1,1,0,4,-3,3,3,3,-2,-3,1,3,-2,-1,0,-2,0,0,0,-4,0,-4,0,4,2,3,0,0,0,-4,0
233,0,0,2,2,0,1,1,20,0.668,0.203,0.042,4,4,1,3,1,4,2,2,3,4,5,5,5,1,0,4,1,2,2,4,4,4,3,3,2,4,NA,NA,NA,NA,"1,3",3,2,1,3,2,4,2,4,4,2,0,1,0,1,0,0,1,1,76,89,2,2,1,1,1,2,6,-3,-3,-3,-2,2,4,-3,4,-3,1,3,-3,-3,-3,-3,3,0,0,-1,2,0,-2,-3,0,-2,4,0,-2,2,2,2,-2,-2,-2,0
234,0,1,2,2,1,1,1,23,0.668,0.203,0.042,4,4,1,3,1,4,4,4,4,4,5,5,5,0,0,5,1,3,1,4,3,1,3,0,4,2,NA,NA,NA,NA,1,4,2,2,2,3,4,2,4,2,3,0,0,0,1,0,-1,1,0,50,100,1,2,2,1,2,1,7,-3,-3,-3,0,1,1,-3,4,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
235,0,0,1,2,0,1,1,19,0.668,0.203,0.042,4,4,0,1,0,3,4,1,1,3,5,5,5,0,0,5,2,2,2,4,3,3,3,3,3,3,NA,NA,NA,NA,"1,2,6",3,2,2,3,4,3,2,2,4,2,1,0,1,1,1,0,1,1,77,88,2,3,1,3,3,3,7,-2,-2,-3,-2,4,2,0,3,-1,3,3,-2,-1,-1,0,3,-1,-1,-1,-2,-1,-1,0,0,0,-1,-1,0,-2,-2,0,0,1,-2,0
236,0,0,2,3,0,3,1,27,0.668,0.203,0.042,4,4,2,3,2,3,2,2,1,1,5,4,5,0,0,4,2,1,1,4,2,2,2,0,3,4,69.70243463,86.05002156,7.136696852,6.813281587,4,4,3,3,2,3,4,1,4,4,2,0,-1,0,1,0,0,1,1,90,80,1,1,2,3,1,3,6,-3,-3,-3,0,1,4,-3,7,-3,2,1,-3,0,-1,1,3,-1,-4,2,0,0,-4,4,0,-1,4,-1,-1,0,1,0,-1,-4,1,1
237,0,1,2,5,1,1,1,27,0.668,0.203,0.042,4,4,1,2,3,4,2,2,2,4,5,0,5,0,0,1,0,1,1,4,4,2,2,2,4,3,84.58005249,90.56115852,3.439358676,5.999482803,4,3,3,2,2,1,3,1,3,4,1,0,0,0,0,0,0,1,1,50,71,1,2,1,2,3,1,6,-3,-3,-3,-1,1,1,0,7,3,3,3,-3,-2,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
238,0,0,2,2,0,0,1,24,0.668,0.203,0.042,4,4,0,0,2,2,3,1,1,1,0,0,5,0,0,3,1,1,1,4,4,1,2,1,3,2,NA,NA,NA,NA,"4,5",2,4,4,3,4,2,4,2,3,1,0,1,0,1,0,0,0,1,85,90,1,2,0,2,2,2,7,-3,-3,-2,0,2,5,2,7,0,0,3,-2,-2,-1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,0,0,2,2,0,1,1,19,0.668,0.203,0.042,4,4,1,2,1,3,1,2,2,3,0,0,3,0,0,4,1,1,1,4,3,3,2,3,3,3,NA,NA,NA,NA,5,3,3,4,4,3,4,3,3,3,1,0,0,0,1,0,0,0,0,70,80,1,2,2,3,2,2,6,-3,-3,-3,-1,1,4,-3,6,0,3,3,-2,-1,-1,0,3,0,-1,-1,-3,0,0,0,0,0,-1,-2,0,0,0,0,0,0,0,0
240,0,1,1,4,0,0,1,22,0.668,0.203,0.042,4,4,2,2,2,1,1,0,0,3,5,0,5,0,0,5,4,3,0,4,2,3,2,4,4,4,NA,NA,NA,NA,"1,2,4",5,1,1,1,3,5,1,4,4,0,0,0,0,0,0,0,0,0,50,50,2,2,0,2,4,2,7,-1,-3,-3,3,2,7,3,7,3,3,3,-3,-2,-3,3,3,0,0,0,0,0,-1,-1,-4,0,4,3,-4,4,0,0,-4,-4,4,0
241,0,1,1,5,1,0,1,25,0.668,0.203,0.042,4,4,1,2,1,3,2,2,2,4,5,0,4,1,0,5,2,0,1,2,3,1,4,3,3,4,NA,NA,NA,NA,"1,6",4,2,2,3,2,2,2,3,4,2,1,1,0,1,1,-1,1,1,74,65,2,2,2,3,2,3,5,-2,-3,-3,-1,5,6,-1,7,1,2,1,-1,-2,0,-2,1,0,0,0,0,0,0,0,0,0,0,2,-2,-1,2,0,-3,-2,-1,0
242,0,1,1,4,1,1,1,27,0.668,0.203,0.042,4,3,0,1,1,2,1,2,1,2,3,0,5,0,0,4,2,1,1,4,3,3,3,3,2,3,NA,NA,NA,NA,2,4,2,2,3,3,4,2,3,4,2,1,-1,0,1,0,-1,1,1,100,100,1,1,0,2,3,3,7,-3,-3,-3,-2,1,4,3,7,0,3,3,0,-1,-1,0,3,0,0,-2,-2,0,2,2,-3,2,-2,0,-2,-2,-2,0,0,2,-2,0
243,0,1,2,4,0,1,1,36,0.668,0.203,0.042,4,4,2,1,2,3,3,1,3,4,4,2,2,0,0,4,1,1,1,4,1,1,1,3,1,2,53.87596899,32.01438849,36.69064748,31.29496403,"1,3,4,6",3,2,2,2,4,2,2,3,3,2,0,0,0,1,-1,0,0,1,51,50,1,1,1,2,3,2,7,-3,-3,-3,-2,1,2,-2,7,0,3,1,-3,-3,-3,-2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
244,0,1,1,4,0,1,1,24,0.668,0.203,0.042,4,4,1,0,0,1,4,0,0,4,5,0,5,0,0,2,4,2,1,4,4,4,3,3,2,3,NA,NA,NA,NA,1,2,1,2,2,4,2,2,2,4,1,0,1,1,1,1,0,1,1,30,90,1,1,1,2,3,2,4,-3,-3,-3,-2,3,3,-1,5,2,3,3,-3,-2,-2,-2,2,0,0,0,0,0,0,0,0,0,0,-1,-1,3,-2,0,0,1,0,0
245,0,1,1,2,0,1,1,19,0.668,0.203,0.042,4,4,1,1,1,4,0,3,3,3,5,0,5,0,0,5,4,1,2,4,4,2,3,4,2,4,76.83246073,87.5828128,4.505016089,7.912171115,"1,5",5,1,2,2,3,4,2,4,4,2,1,-1,1,1,1,1,0,1,90,90,1,2,2,3,4,3,7,-3,-3,-3,0,5,7,3,7,2,3,1,1,0,0,3,1,-1,-2,0,-1,0,0,0,-2,0,-1,-3,-2,-1,-2,0,0,0,-2,1
246,0,1,1,4,1,1,1,35,0.668,0.203,0.042,4,4,2,1,2,3,4,1,1,4,5,0,3,0,0,3,2,0,3,4,4,2,3,4,3,3,NA,NA,NA,NA,"4,5,6",5,1,1,3,1,5,1,4,3,1,0,1,1,1,0,0,0,1,88,90,2,2,2,2,2,1,7,-2,-2,-2,1,3,6,3,3,1,2,1,-1,-2,-2,1,2,0,0,-1,-1,0,-2,-1,-3,0,-2,-4,-1,4,1,-2,-2,-2,-2,0
247,0,0,2,2,0,1,1,19,0.668,0.203,0.042,4,4,0,2,1,4,4,1,0,4,5,4,5,0,0,5,2,1,0,4,4,3,2,4,4,4,NA,NA,NA,NA,"1,4",4,3,1,3,1,4,2,4,4,1,0,1,0,1,1,1,1,1,46,92,1,1,1,1,4,1,6,-3,-3,-3,-3,1,4,3,7,0,3,3,-3,-3,-3,2,-1,0,0,0,-2,0,2,4,-4,3,1,-4,-3,1,-2,0,1,0,1,0
248,0,1,2,4,0,1,1,23,0.668,0.203,0.042,4,4,2,2,1,2,3,3,1,3,5,0,4,0,0,2,2,1,2,4,4,4,4,3,3,4,NA,NA,NA,NA,"1,4",4,2,1,1,3,3,2,4,4,1,0,0,0,1,0,0,1,0,20,70,3,3,1,2,1,5,6,1,-2,-2,-2,5,1,-3,3,-3,3,3,0,0,1,3,3,2,2,0,4,0,-4,-4,0,-4,-4,-4,4,2,-4,0,0,4,-4,0
249,0,0,2,4,0,1,1,52,0.668,0.203,0.042,4,4,2,3,2,2,2,3,3,3,4,0,1,0,0,5,2,1,1,4,0,0,4,2,1,3,NA,NA,NA,NA,4,4,1,1,3,1,4,1,4,2,3,0,1,1,1,0,1,0,1,30,30,1,1,0,2,3,1,7,-3,-3,-3,-1,1,7,3,7,-1,1,0,-3,-3,-2,-1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,0,0,2,4,1,1,1,34,0.668,0.203,0.042,4,4,2,2,2,4,4,3,2,4,5,2,4,0,0,2,1,1,1,4,3,3,3,3,3,3,NA,NA,NA,NA,4,5,2,2,3,2,4,3,4,4,1,0,0,0,1,0,0,0,0,62,82,1,1,1,2,2,1,6,-3,-3,2,-3,0,7,-3,7,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
251,0,1,1,2,1,0,1,35,0.668,0.203,0.042,4,4,1,2,1,3,3,1,3,3,0,0,5,0,0,5,2,1,2,4,3,3,4,3,4,4,82.43243243,77.50455373,9.130236794,13.36520947,5,4,3,3,2,4,3,4,3,4,3,0,1,0,1,-1,0,0,1,95,95,3,3,3,5,2,1,7,3,-3,-3,-3,3,7,-3,4,-3,3,-2,-3,-1,0,-3,-3,-1,-2,-1,-2,0,-3,-3,-4,-3,-2,-1,-1,0,1,0,-1,-1,-4,1
252,0,1,2,2,0,0,1,22,0.668,0.203,0.042,4,4,0,0,1,2,4,0,0,4,5,4,5,0,0,4,1,1,1,4,4,2,3,1,1,2,NA,NA,NA,NA,"1,2",4,3,4,2,3,4,3,3,4,0,0,-1,0,1,-1,0,0,1,80,45,1,2,0,2,3,1,7,-3,-3,-3,-3,0,7,0,7,3,3,3,-3,-3,-3,3,3,4,2,4,-4,0,0,-3,2,0,-2,0,2,-2,-2,0,0,3,-2,0
253,0,1,1,3,1,-3,1,40,0.668,0.203,0.042,4,4,2,1,2,3,3,1,2,1,4,0,4,0,0,5,2,1,2,4,4,1,3,2,3,4,NA,NA,NA,NA,"4,6",4,1,1,2,3,4,1,4,3,1,1,1,1,1,0,0,1,1,100,100,1,3,2,4,2,1,7,-3,-3,-3,0,0,4,-3,7,0,3,3,0,1,-2,1,3,-3,-4,1,-3,0,0,0,-2,2,0,-2,-1,0,-2,0,-2,4,0,0
254,0,0,2,3,0,-2,1,42,0.024,0.007,0.946,4,4,3,2,2,4,2,4,3,4,5,0,2,0,0,4,2,2,2,4,2,2,4,2,2,4,NA,NA,NA,NA,5,3,3,4,3,1,2,2,2,4,0,0,0,0,0,0,0,0,0,75,87,1,1,1,3,1,1,5,-3,-3,-3,-3,2,2,2,1,-3,3,3,-3,-3,-2,-1,3,-3,-2,-2,-2,0,0,0,-2,0,-1,-1,-1,0,-1,-1,-1,-1,-1,0
255,0,0,2,3,0,0,1,42,0.541,0.001,0.45,4,4,3,2,2,4,2,4,3,4,5,0,2,0,0,4,2,2,2,4,2,2,4,2,2,4,NA,NA,NA,NA,1,3,1,1,2,4,4,3,2,3,1,0,0,0,0,0,0,0,0,83,54,1,2,1,3,3,1,6,-3,-3,-3,-3,2,7,0,7,-2,1,3,0,0,-3,0,3,0,0,0,0,-3,-2,-3,-2,-1,-1,-1,0,0,0,0,0,-1,2,0
256,0,1,2,2,1,0,1,29,0.541,0.001,0.45,4,4,3,4,3,4,4,3,4,4,5,1,5,0,0,3,1,1,1,4,4,2,2,2,1,2,NA,NA,NA,NA,1,4,2,3,4,5,3,2,3,4,3,0,1,1,1,1,-1,1,1,90,90,2,2,2,4,2,1,6,-2,-3,-3,1,4,7,1,7,-3,3,1,-2,1,0,3,3,0,-1,0,0,0,0,0,0,0,1,2,-1,0,0,-1,-1,0,0,0
257,0,0,1,5,1,1,1,39,0.541,0.001,0.45,4,4,1,1,1,2,2,2,1,3,0,0,4,0,0,4,1,1,1,4,4,4,1,3,2,3,63.54249404,8,59.4375,32.5625,6,5,1,1,2,2,5,1,5,2,3,0,0,0,-1,0,0,1,1,80,80,2,3,1,4,2,2,6,-3,-3,-3,-1,5,4,3,4,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
258,0,0,1,5,1,0,1,39,0.541,0.001,0.45,4,4,1,1,1,2,2,2,1,3,0,0,4,0,0,4,1,1,1,4,4,4,1,3,2,3,NA,NA,NA,NA,6,4,1,1,2,2,4,2,4,4,2,0,1,1,1,1,0,1,1,100,100,1,2,1,1,3,1,7,-2,-3,-3,-2,1,7,2,7,2,3,2,-3,-3,-2,-3,1,0,-1,-2,-3,0,0,0,-4,0,0,0,1,0,0,0,0,0,-3,0
259,0,0,1,4,1,1,1,43,0.541,0.001,0.45,4,4,2,2,2,2,3,2,2,3,1,0,5,1,0,5,2,1,2,4,3,4,3,3,2,4,NA,NA,NA,NA,"4,5,6",4,2,1,2,2,4,2,4,4,2,0,1,0,0,-1,0,0,1,85,90,2,2,1,2,3,2,6,-3,-3,-3,-3,3,7,3,7,-3,3,3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,0,0,1,4,1,1,1,30,0.541,0.001,0.45,4,4,2,2,2,2,3,2,1,4,5,0,3,0,0,5,3,1,2,4,3,0,2,0,2,2,NA,NA,NA,NA,5,4,2,4,2,4,3,4,3,3,2,1,0,1,1,0,1,0,1,100,100,2,2,1,3,1,2,7,-3,-3,-2,-1,4,4,2,7,-1,3,1,-3,-2,-2,3,-1,-1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
261,0,0,2,4,1,1,1,36,0.541,0.001,0.45,4,4,2,1,2,3,3,1,2,3,4,0,3,0,0,2,1,2,1,4,2,1,3,0,3,2,NA,NA,NA,NA,2,3,3,4,4,2,3,3,3,2,2,0,0,0,1,1,0,0,1,49,50,1,1,0,2,3,1,6,-3,-3,-3,0,0,7,3,7,3,0,3,-3,-3,-3,0,3,0,0,4,4,-2,0,0,0,0,0,0,-1,3,1,-4,-1,-2,4,0
262,0,0,2,2,1,1,1,27,0.541,0.001,0.45,4,4,2,2,2,4,4,1,4,3,0,0,5,0,0,5,2,3,0,4,3,1,2,0,1,3,NA,NA,NA,NA,"3,4",4,1,2,1,3,4,1,4,4,2,1,1,0,1,0,1,0,1,100,50,2,3,3,3,4,2,7,-2,3,3,2,1,3,-1,2,-3,3,3,-2,-2,-3,0,2,0,0,0,0,0,0,0,-3,0,0,0,0,0,0,0,0,0,0,0
263,0,0,1,5,0,0,1,31,0.807,0.049,0.038,4,4,2,1,3,3,3,2,1,3,5,0,4,0,0,3,2,2,1,3,3,1,1,1,3,2,NA,NA,NA,NA,5,3,2,3,1,2,4,2,4,4,2,0,1,0,1,0,0,1,1,90,90,1,1,1,1,2,1,7,-3,-3,-3,2,1,7,2,7,2,3,3,-3,-3,-3,0,0,0,0,0,0,0,-1,0,0,0,3,-2,-1,0,0,0,-2,-2,0,0
264,0,0,1,2,0,1,1,21,0.94,0.034,0.005,4,1,0,1,1,3,3,1,1,4,4,0,3,1,1,2,1,1,1,2,4,0,1,1,4,2,NA,NA,NA,NA,"4,5",4,2,1,3,3,4,1,4,3,1,0,-1,0,-1,0,1,1,1,0,0,1,2,0,2,2,1,7,-1,-1,-3,0,1,4,3,7,3,3,1,-3,0,0,1,3,-1,0,-1,-2,4,3,1,-1,2,0,0,1,-1,-1,1,0,-1,1,0
265,0,1,2,2,0,0,1,18,0.94,0.034,0.005,4,4,1,1,1,3,3,1,0,3,5,5,5,0,0,0,1,2,1,4,4,2,3,3,4,3,81.96721311,94.5,1.214285714,4.285714286,5,3,3,2,2,3,4,1,4,4,2,1,0,0,1,-1,0,0,0,51,100,2,1,2,2,4,4,6,-3,-3,-3,0,1,4,0,7,3,3,1,0,-3,-3,3,3,-4,-2,-4,-2,4,4,4,-3,4,-3,-4,4,-4,-3,4,4,4,-4,1
266,0,0,2,2,1,1,1,25,0.186,0.037,0.754,4,4,2,1,2,3,2,1,2,3,5,0,5,0,0,1,1,1,1,3,2,2,1,0,1,2,81.38506876,91.04807886,4.083685375,4.868235767,4,4,3,2,3,2,4,2,3,4,1,0,0,0,0,0,1,1,0,60,60,1,2,1,2,2,1,6,-3,-3,-3,-3,3,4,3,6,0,-3,0,-1,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
267,0,1,2,2,1,1,1,50,0.186,0.037,0.754,3,3,2,3,2,4,3,2,3,4,4,0,5,0,0,5,1,1,2,4,3,3,3,2,2,2,80.59701493,5.092592593,59.25925926,35.64814815,"1,2",3,2,3,2,3,4,3,3,2,3,-1,1,-1,1,1,0,0,1,44,94,2,3,1,3,3,4,6,1,-3,-3,-3,3,4,-1,3,-2,2,0,-1,-1,1,-2,2,0,-1,0,1,1,1,0,1,-1,0,-1,0,-1,-1,0,1,0,-1,1
268,0,0,1,3,1,3,1,28,0.186,0.037,0.754,4,4,1,2,1,1,2,1,1,3,4,0,5,0,0,1,0,1,1,4,2,2,2,2,1,4,39.4912427,86.90601901,5.80781415,7.286166843,"2,4,5",4,2,3,4,3,3,2,3,4,2,0,-1,0,1,0,0,0,1,51,70,1,2,0,3,3,2,4,-3,-3,-3,-2,1,5,3,7,0,3,3,-3,-3,-3,-3,3,0,0,1,1,0,-1,-1,1,0,0,-1,-1,1,-1,0,-1,-1,1,1
269,0,1,1,0,1,-2,1,36,0.667,0.282,0.012,4,4,2,2,2,3,2,1,1,3,5,0,2,0,0,2,0,1,1,4,4,2,3,3,3,4,NA,NA,NA,NA,5,5,1,1,2,1,4,1,5,NA,1,0,0,0,1,0,0,0,1,75,69,1,2,1,3,3,1,1,-3,-3,-3,-3,4,4,2,4,-1,3,3,-3,-1,-1,2,1,-3,0,-3,-4,0,-1,-1,-3,4,0,-2,-2,-3,-3,0,4,3,-3,0
270,0,0,2,5,1,1,1,26,0.667,0.282,0.012,4,4,2,2,2,3,4,1,2,4,5,3,5,1,1,3,2,1,0,4,4,4,4,4,3,4,79.47826087,74.9452954,11.05032823,14.00437637,"1,4",5,1,3,2,1,4,1,4,4,3,1,0,0,1,-1,1,1,1,64,74,1,1,1,2,3,3,4,-3,-3,-3,-3,2,1,-3,6,-3,3,2,-3,-3,-3,-3,3,-2,4,0,0,0,2,2,-3,0,0,0,0,-2,-1,0,0,3,-2,1
271,0,0,2,5,1,1,1,26,0.667,0.282,0.012,4,4,2,2,2,3,4,1,2,4,5,3,5,1,1,3,2,1,0,4,4,4,4,4,3,4,NA,NA,NA,NA,"1,4",4,3,3,3,2,4,2,4,4,2,1,1,0,1,-1,0,1,1,85,95,1,2,1,3,3,3,6,-2,-1,-1,2,5,4,2,5,2,3,2,1,1,1,1,1,-2,-3,-2,-3,0,0,0,-3,0,-2,-4,3,-3,-3,0,3,3,-3,0
272,0,0,2,4,1,1,1,28,0.667,0.282,0.012,4,4,2,3,2,4,4,4,4,4,4,0,5,1,0,2,0,1,1,4,4,3,1,1,1,3,78.6237785,92.90523045,2.848265148,4.246504402,"1,3",4,2,2,4,1,4,1,3,4,3,0,1,-1,1,1,0,1,1,73,99,1,2,1,3,3,1,6,-3,-3,-3,-3,1,1,-3,7,0,-1,-1,-3,-3,-1,-1,3,0,4,1,0,0,-4,0,-4,0,4,-4,0,4,-4,0,0,0,4,1
273,0,0,1,2,0,-2,1,19,0.667,0.282,0.012,2,4,2,3,4,3,2,2,1,4,5,0,5,0,0,5,1,1,1,4,4,4,3,4,3,2,NA,NA,NA,NA,"1,6",5,3,3,3,2,4,3,3,1,3,0,-1,0,1,0,1,-1,1,0,50,1,1,0,5,1,1,1,0,-3,0,-3,3,7,0,4,-3,0,0,-3,-3,0,3,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
274,0,1,2,4,1,1,1,24,0.667,0.282,0.012,4,4,1,1,1,3,4,1,2,3,5,2,5,0,0,4,2,1,1,4,3,2,2,1,3,2,NA,NA,NA,NA,"1,2,6",4,2,2,3,2,4,2,4,3,3,0,1,0,0,0,0,0,1,20,100,1,1,0,1,4,1,6,-3,-3,-3,0,1,6,-3,2,-3,3,1,-3,-3,-3,-3,2,0,-4,3,0,0,-3,-2,-3,-2,-1,-4,-2,-2,-2,-2,-2,-3,1,0
275,0,0,1,2,1,-2,1,49,0.034,0.01,0.935,4,4,0,1,1,2,2,1,1,2,0,0,5,0,0,5,1,1,2,4,3,3,3,3,2,3,NA,NA,NA,NA,4,3,2,2,1,1,4,2,2,3,1,0,1,0,-1,0,0,0,1,50,50,1,1,1,2,2,2,6,-3,-3,-3,-3,1,5,3,7,0,3,1,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
