code,attrition,treatment,gender,educ,employ1,ethn,entity,age,bosniak,croat,serb,time_usage,freq_usage,act_1,act_2,act_3,act_4,act_5,act_6,act_7,act_8,othersm_1,othersm_2,othersm_3,othersm_4,othersm_5,freq_news,politics_int,numb_forums,trust_media.1,imp_family,imp_career,imp_relg,imp_neigh,imp_ethn,imp_hobby,imp_cntry,matched_percentage.3,percentage_bosniak.3,percentage_serbian.3,percentage_croatian.3,activ,satisf,depression,loneliness,nerv,boredom,joy,isol,fulf,no_friends,freq_fbnews,fbnews_st1,fbnews_st2,fbnews_st3,fbnews_st4,fbnews_st5,fbnews_st6,fbnews_st7,fbnews_st8,outfeel_therm,infeel_therm,trust_pol,trust_inst,trust_media,trust_police,trust_ngo,trust_relg,sd,agr_st1,agr_st2,agr_st3,agr_st4,trust_gov,agr_st5,agr_st6,agr_st7,agr_st8,agr_st9,agr_st10,agr_st11,agr_st12,agr_st13,agr_st14,agr_st15,oth_honest,oth_patriot,oth_broadv,oth_gener,oth_hyp,oth_self,oth_unreliab,oth_intel,oth_evil,in_honest,in_patriot,in_evil,in_broadv,in_gener,in_hyp,in_self,in_unreliab,in_intel,online_data
54,0,0,2,3,1,1,1,36,0.783,0.183,0.012,4,4,2,2,2,3,2,2,2,3,1,0,5,0,0,3,2,3,1,4,3,3,2,3,2,3,NA,NA,NA,NA,"4,6",5,3,3,3,3,4,3,4,2,2,0,1,0,1,-1,0,0,0,100,100,1,2,1,2,3,2,7,-3,-3,-3,-3,8,4,3,4,3,3,3,0,1,0,0,3,0,0,0,0,0,0,0,0,0,-4,-4,0,0,-4,-4,0,0,0,0
55,0,1,2,2,1,1,1,34,0.783,0.183,0.012,4,4,2,2,2,3,4,2,2,3,5,2,5,0,0,4,1,2,2,4,3,4,1,1,3,2,NA,NA,NA,NA,6,4,3,3,3,3,3,1,3,3,2,0,0,0,0,0,0,0,0,80,80,2,2,1,3,4,1,6,-3,-3,-3,-3,1,4,3,7,-3,3,3,0,-2,0,0,3,0,0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,1,1,0
56,0,1,2,3,1,0,1,24,0.783,0.183,0.012,4,4,2,1,2,4,4,1,2,4,5,0,5,0,0,5,0,3,2,4,4,2,0,0,3,2,NA,NA,NA,NA,1,2,3,4,5,3,2,1,2,4,2,0,-1,-1,0,0,1,0,1,70,50,1,2,1,4,4,1,5,-3,-3,-3,-3,2,1,-2,7,0,0,1,-2,-1,-1,0,3,-2,-3,0,-3,0,0,0,-2,0,2,-4,-2,2,-2,0,0,-1,-2,0
57,0,1,2,2,0,1,1,20,0.993,0,0,4,4,1,1,1,3,3,1,1,3,5,0,5,0,0,0,1,1,0,4,4,4,4,4,2,4,NA,NA,NA,NA,4,4,1,1,1,2,4,3,1,3,3,0,0,-1,1,-1,1,1,1,83,81,1,1,0,3,4,3,6,-3,-3,-3,-3,1,6,0,7,-2,0,2,-3,-3,-3,-3,0,-4,0,0,-1,-1,0,1,-1,0,0,0,0,0,0,0,0,0,0,0
58,0,0,2,2,0,1,1,19,0.993,0,0,2,4,1,1,1,3,1,1,2,3,5,1,4,0,0,2,1,1,2,3,4,3,3,3,3,2,79.8488665,95.2681388,1.892744479,2.839116719,1,3,2,1,1,3,4,1,4,3,1,1,1,0,-1,0,0,1,1,85,80,2,1,2,1,3,3,6,-3,-3,0,1,5,4,3,7,-3,3,2,-2,0,-1,2,3,0,0,0,-4,0,4,4,0,4,-1,-4,0,3,0,0,4,4,0,1
59,0,0,2,2,0,0,1,19,0.993,0,0,2,4,2,1,1,3,3,1,2,4,5,4,4,0,0,4,1,1,2,3,4,3,2,2,4,2,88.33333333,96.69811321,0.471698113,2.830188679,1,4,3,1,1,3,3,1,2,3,2,1,1,0,0,0,1,1,0,81,81,3,1,1,1,3,2,6,-3,-3,-3,0,5,4,3,7,0,2,2,-2,-3,-2,0,-3,2,2,3,-4,-1,4,0,-4,4,2,2,0,0,2,0,4,4,0,1
60,0,1,1,2,1,1,1,31,0.959,0.005,0,4,4,1,2,2,3,4,1,3,4,5,0,2,0,0,4,2,2,2,4,4,4,4,4,2,3,NA,NA,NA,NA,"1,2,6",4,2,1,3,3,4,1,4,2,2,1,0,0,1,0,0,0,1,81,100,2,2,2,3,2,3,5,-3,-3,-3,1,3,2,1,1,-2,2,2,3,-2,-1,-2,3,-2,-2,-2,-1,0,-2,-3,1,2,3,2,-2,1,-2,1,-2,-3,-1,0
61,0,1,2,4,1,1,2,38,0.959,0.005,0,4,4,2,1,1,3,4,1,2,3,4,0,4,0,0,5,3,1,2,4,4,4,3,4,3,4,NA,NA,NA,NA,"2,4",5,1,1,1,1,4,1,1,3,2,0,0,1,1,1,1,1,1,20,60,2,3,1,5,1,3,5,-3,-3,-3,-1,6,7,3,1,3,3,3,0,1,0,2,3,0,0,3,4,0,-3,0,-3,0,0,-4,0,4,-4,0,-4,-1,4,0
62,0,1,2,4,1,0,1,38,0.959,0.005,0,4,4,2,1,1,3,4,1,2,3,4,0,4,0,0,5,3,1,2,4,4,4,3,4,3,4,71.30044843,92.10342418,3.529000699,4.367575122,"1,2,4",5,1,1,1,1,4,1,4,3,2,-1,-1,0,1,1,1,1,1,20,82,2,3,2,5,2,4,5,-3,-3,-2,0,6,1,3,1,0,3,3,0,0,-3,2,3,0,0,0,0,0,0,0,-4,0,0,0,0,0,-4,0,-4,-4,4,1
63,0,0,1,3,1,1,1,52,0.959,0.005,0,4,4,3,3,2,3,1,4,3,3,1,0,4,0,0,5,4,1,0,4,4,2,4,2,3,4,74.83974359,3.140613847,64.91791577,31.94147038,2,4,1,2,3,3,4,3,4,3,1,-1,0,-1,0,-1,1,1,-1,65,97,1,2,1,1,5,1,6,-3,-3,-3,-3,6,2,-2,6,-2,0,2,-2,-2,-1,1,3,0,1,0,-3,0,-2,0,-2,1,2,0,0,-1,-1,0,-1,0,-1,1
64,0,0,1,2,0,1,2,19,0.959,0.005,0,3,4,2,2,2,2,2,0,2,4,5,0,5,0,0,5,2,2,2,4,4,4,4,4,4,4,NA,NA,NA,NA,"4,5",4,1,1,3,3,4,2,4,3,2,0,1,1,1,0,1,1,1,71,81,1,1,2,3,3,1,7,-3,-3,-3,-3,1,3,3,7,0,0,1,-1,-3,-1,0,2,0,0,2,-2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0
65,0,1,2,4,1,-1,3,28,0.029,0.003,0.957,4,4,1,2,2,4,4,1,2,4,5,0,4,0,0,4,1,1,0,4,3,4,3,3,2,2,NA,NA,NA,NA,"1,4,5",4,1,1,2,1,4,1,4,4,3,0,1,0,0,0,0,1,1,95,100,1,2,0,2,2,4,5,-3,-3,-3,-1,1,4,3,7,1,3,3,-3,-2,-1,-2,3,-2,0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
66,0,1,1,5,1,1,1,30,0.002,0.987,0.001,4,4,1,1,1,4,4,2,2,4,5,0,5,0,0,5,2,1,2,4,4,4,3,4,3,4,85.17350158,0.679012346,42.16049383,57.16049383,"4,5",5,1,3,3,3,4,1,4,3,2,0,-1,0,0,0,0,0,0,78,87,3,3,3,5,3,3,5,-3,-3,-3,-2,6,1,-2,1,-3,3,2,0,0,0,2,2,-3,0,1,0,0,-1,0,2,0,-4,-3,0,1,1,1,0,0,1,1
67,0,1,2,4,1,0,1,37,0.214,0.026,0.737,4,4,3,3,2,3,3,2,2,4,1,0,2,0,0,4,4,3,2,4,2,2,2,2,4,4,72.28506787,67.08398539,16.30151278,16.61450183,2,4,1,1,2,1,4,1,4,3,3,0,0,0,1,0,0,1,0,95,95,1,2,1,2,2,1,7,-3,-3,-3,3,1,7,-3,7,0,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
68,0,1,2,2,1,1,1,36,0.214,0.026,0.737,4,3,1,1,2,4,1,2,4,3,1,0,5,1,0,3,2,1,1,4,2,1,3,1,2,3,88.33333333,96.69811321,0.471698113,2.830188679,"1,2,4,5,6",3,1,1,3,1,4,1,3,0,1,0,0,0,0,0,1,1,0,75,75,1,1,0,2,1,1,6,-3,-3,-3,1,0,4,-3,7,1,3,3,-3,-3,-3,-3,3,1,1,3,-1,-2,0,1,-2,2,3,0,-3,2,3,-3,-3,-2,1,1
69,0,0,2,2,0,1,1,29,0.959,0.002,0.001,2,4,3,3,3,4,2,2,3,4,0,0,5,0,0,5,1,2,1,4,2,3,2,3,2,2,61.34122288,71.63272597,14.18363701,14.18363701,"2,4,6",3,3,2,3,4,4,3,4,2,2,0,-1,1,0,1,-1,0,1,75,68,1,1,1,3,3,3,6,-3,-3,-3,-3,1,3,-1,6,-3,3,3,-3,-3,-3,-1,3,0,-1,-1,-2,0,0,2,3,1,0,0,0,1,-2,-1,1,2,-2,1
70,0,0,2,3,1,1,1,23,0.959,0.002,0.001,4,4,2,3,1,4,2,1,1,4,5,4,5,0,0,0,0,1,0,4,3,4,3,2,2,4,82.34624146,92.73858921,2.697095436,4.564315353,1,5,1,2,2,3,5,1,4,4,2,-1,1,0,1,-1,0,0,1,73,100,1,2,1,3,3,2,7,3,-3,-3,0,1,7,3,7,0,3,3,-3,-3,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
71,0,0,2,3,1,1,1,23,0.959,0.002,0.001,4,4,2,3,1,4,2,1,1,4,5,4,5,0,0,0,0,1,0,4,3,4,3,2,2,4,70.89262613,1.916058394,65.87591241,32.2080292,1,4,1,1,2,2,4,1,1,4,1,0,-1,-1,1,0,1,1,1,85,100,2,4,2,5,4,2,7,-2,-1,-3,0,5,7,3,5,1,3,3,1,1,1,2,-3,-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
72,0,1,1,2,1,1,1,24,0.959,0.002,0.001,4,4,2,2,2,3,3,1,2,4,5,0,3,0,0,2,1,1,1,4,4,2,2,2,3,1,80.49898167,89.79548809,3.837233818,6.367278094,"1,3,4",4,2,1,3,2,5,1,5,4,1,1,0,-1,1,1,1,1,1,70,80,1,2,1,1,2,1,7,-3,-3,-3,-3,0,1,-3,4,-3,3,3,-3,-3,0,0,3,0,4,4,0,-4,0,0,4,-4,0,-4,-4,4,4,4,4,-4,4,1
73,0,0,2,5,0,0,1,29,0.959,0.002,0.001,4,4,2,3,2,4,1,3,2,4,4,0,5,1,0,4,1,1,0,4,3,4,1,4,2,3,68.37837838,86.16600791,4.347826087,9.486166008,"2,4",3,2,4,4,1,2,1,2,2,2,0,0,0,1,0,0,0,0,12,73,1,3,1,5,2,2,1,-3,-3,-3,-1,1,4,-3,4,-1,3,3,-3,-3,3,-3,3,-4,4,4,4,4,-4,-4,4,-4,0,4,0,4,4,4,-4,4,4,1
74,0,0,1,2,0,1,1,23,0.214,0.026,0.737,4,4,1,2,2,3,3,1,2,4,5,0,5,0,1,4,1,1,2,4,4,4,3,3,2,3,82.74932615,78.23018458,10.15200869,11.61780673,"1,2,6",3,4,4,4,3,2,4,2,3,3,1,-1,1,1,0,0,1,1,100,100,1,1,1,2,4,1,7,-3,-3,-3,-3,1,4,3,4,-3,3,3,-3,-3,-3,-1,3,0,0,0,0,0,0,0,0,0,-2,-2,-3,-2,-2,-2,-2,-2,-2,1
75,0,0,2,5,0,1,1,31,0.956,0.004,0.008,4,4,1,1,2,3,3,1,3,3,5,0,2,0,0,4,2,2,2,4,3,4,2,2,1,3,79.13533835,87.29216152,4.631828979,8.076009501,1,3,2,3,4,1,3,2,3,4,3,0,0,0,1,0,0,0,1,64,90,2,2,1,2,3,2,6,-3,3,-3,1,4,2,-2,7,-2,1,1,-3,-3,-2,-2,3,-3,-3,-3,-3,3,3,-3,3,-4,4,4,-4,-4,-4,0,0,0,0,1
76,0,1,2,4,1,1,1,40,0.069,0.003,0.915,4,4,1,1,1,2,2,2,1,1,3,0,2,0,0,5,1,1,3,4,4,2,4,2,4,2,NA,NA,NA,NA,"4,6",4,1,1,1,1,4,1,5,0,3,-1,0,0,1,0,0,1,1,50,100,1,3,0,1,5,1,7,-3,-3,-3,-3,0,4,-3,1,-3,3,3,-3,-3,-3,-3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
77,0,0,1,2,0,1,1,20,0.614,0.297,0.004,4,4,0,1,2,3,2,2,2,4,5,5,5,0,0,3,1,1,1,4,3,4,3,3,4,2,NA,NA,NA,NA,"1,4,5",4,1,3,1,3,4,2,4,4,2,0,1,0,1,1,1,1,1,82,90,1,1,1,3,3,4,6,-3,-3,-3,-3,0,5,0,7,-2,3,3,-3,-3,0,-1,3,-3,-2,-1,-3,2,3,4,3,3,-2,-2,1,-3,-2,-3,1,3,-4,0
78,0,1,1,3,1,1,1,27,0.614,0.297,0.004,4,3,2,1,1,2,2,1,2,3,5,0,4,1,0,4,4,1,0,4,4,2,2,2,1,2,81.56934307,91.79716629,3.31841909,4.884414616,4,3,2,2,2,1,4,2,4,4,2,0,0,0,1,0,0,0,1,65,70,1,2,1,1,2,2,6,3,-3,-3,1,4,4,-3,5,-1,3,3,-2,-3,-3,-2,2,0,4,2,1,0,1,2,-1,0,-1,0,-1,-1,0,0,-1,0,1,1
79,0,1,1,3,1,1,2,38,0.614,0.297,0.004,4,4,3,3,2,3,4,3,3,2,3,0,3,1,0,3,2,1,0,4,2,2,2,0,4,3,81.38506876,91.04807886,4.083685375,4.868235767,"4,5",4,2,2,2,3,4,2,4,2,2,1,1,-1,1,-1,1,1,1,89,89,1,2,1,2,4,2,7,-3,-3,-3,0,1,4,-3,7,-1,3,1,-3,-3,-3,-1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
80,0,0,1,4,1,1,1,35,0.942,0.001,0.034,4,4,2,2,3,3,3,2,3,3,0,0,0,0,0,4,2,1,0,3,2,2,2,2,2,1,NA,NA,NA,NA,"2,3,5",5,1,1,1,3,4,1,4,1,2,0,1,1,-1,0,1,-1,1,70,75,1,1,0,2,1,1,6,-3,-3,-1,-1,4,7,0,7,0,-3,3,-3,-3,0,0,0,-4,0,-1,0,1,-1,0,-1,-1,4,-1,-4,4,4,-4,-2,-1,1,0
81,0,1,2,2,0,1,1,21,0.942,0.001,0.034,4,4,1,1,2,3,4,2,3,4,5,5,5,0,0,2,1,1,2,3,2,2,2,1,4,2,NA,NA,NA,NA,1,5,2,2,3,3,4,3,3,4,2,1,0,0,1,0,0,1,1,27,28,1,2,2,2,2,1,6,-3,-3,-3,-3,1,3,-3,4,0,0,0,-2,-2,-2,-3,3,0,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
82,0,1,1,4,0,1,1,20,0.97,0.002,0.003,4,4,3,4,3,4,4,4,4,4,5,1,5,1,0,5,4,3,3,4,4,4,3,2,4,4,80.79117063,92.77564595,2.721923766,4.502430289,"1,4,5",3,3,1,2,3,5,4,3,4,3,1,-1,1,1,-1,1,1,1,80,80,1,1,2,2,4,2,7,3,-3,-3,3,7,4,-3,3,-2,3,3,-3,-3,-3,-2,3,0,0,0,0,0,0,0,0,0,-2,-2,-2,-2,-3,-2,-2,-2,-2,1
83,0,0,2,1,0,-2,1,32,0.97,0.002,0.003,4,4,1,1,2,1,4,1,0,4,5,0,1,0,0,4,0,2,0,4,1,2,2,0,2,2,NA,NA,NA,NA,"2,3,4",5,1,1,2,1,5,1,5,2,1,1,-1,1,1,1,-1,0,1,96,80,1,2,0,2,2,1,7,-3,-3,-3,-3,1,2,3,7,1,3,3,-3,-3,-3,-2,-3,0,0,1,-2,0,1,0,0,0,-2,0,0,-1,-1,1,1,1,0,0
84,0,1,1,2,1,1,1,29,0.97,0.002,0.003,4,4,1,2,1,2,1,1,2,2,0,0,2,0,0,4,0,1,1,4,2,3,2,2,3,4,79.89821883,90.60509554,4.617834395,4.777070064,"3,4",4,3,2,3,3,4,1,4,3,2,0,0,0,0,1,0,1,0,88,88,1,1,1,2,2,1,3,3,-3,-3,-3,1,1,0,4,0,3,3,-3,-3,-2,-3,-2,-2,0,-1,0,0,0,0,-1,1,0,-1,0,0,1,0,0,0,-1,1
85,0,0,2,2,1,-2,1,24,0.944,0.023,0.009,4,4,2,4,2,1,3,1,1,3,5,0,5,1,0,4,1,1,0,3,4,1,2,0,4,2,79.8488665,95.2681388,1.892744479,2.839116719,"1,4,6",3,3,2,3,1,1,3,1,4,2,-1,1,-1,1,0,1,1,1,100,11,1,2,1,3,5,2,7,-3,-3,-3,3,0,1,-3,7,3,3,3,-3,-3,-3,-3,3,0,4,4,4,2,-4,-4,4,-4,4,4,-4,4,4,4,-4,-4,4,1
86,0,1,1,2,1,1,1,21,0.944,0.023,0.009,4,3,2,2,2,3,4,2,1,3,5,1,2,0,0,2,1,1,1,2,4,1,1,1,3,1,NA,NA,NA,NA,5,3,2,2,2,3,2,2,2,4,2,1,1,0,0,-1,-1,1,1,88,70,1,2,1,1,2,1,7,-3,-3,-3,-1,0,1,0,4,-2,3,3,-3,-3,0,0,1,-2,-2,4,-1,0,0,4,-2,-4,-2,-2,0,-4,0,0,-2,-4,4,0
87,0,1,1,2,0,1,1,19,0.944,0.023,0.009,4,4,0,1,1,2,4,1,1,2,5,5,5,0,1,2,1,1,1,4,3,4,2,4,2,4,NA,NA,NA,NA,2,5,1,1,1,2,3,2,3,4,1,0,-1,0,0,0,0,0,0,55,95,3,3,2,4,3,4,6,-3,-2,-3,-2,6,3,1,6,1,2,2,1,0,0,1,-1,0,0,-1,3,-2,-2,-3,0,-3,-1,1,-2,2,0,0,0,-2,0,0
88,0,0,2,2,1,0,1,41,0.944,0.023,0.009,4,4,3,2,0,1,4,2,0,4,1,0,1,0,0,5,3,2,2,4,3,3,2,2,1,4,NA,NA,NA,NA,6,4,2,1,2,1,3,1,3,4,2,1,0,1,1,1,0,1,1,60,50,2,2,2,3,2,2,6,-2,-2,-2,0,2,7,-2,7,1,1,1,-3,-3,-3,-2,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
89,0,0,2,2,0,1,1,34,0.147,0.016,0.809,4,4,2,2,2,3,2,2,2,3,5,1,5,1,0,5,1,1,3,4,1,3,1,3,4,2,NA,NA,NA,NA,6,4,1,1,2,3,5,1,4,3,1,-1,-1,-1,-1,1,-1,1,1,70,89,2,4,4,5,4,4,6,-3,-3,-3,0,3,7,2,6,2,3,2,1,1,2,0,-1,-3,-2,-4,-2,-1,1,2,-4,3,-3,-3,3,-4,-4,-2,4,3,-4,0
90,0,1,2,4,1,-1,1,31,0.147,0.016,0.809,4,4,1,1,1,4,4,2,2,2,3,0,2,0,0,4,1,2,0,4,3,1,3,1,2,3,NA,NA,NA,NA,"1,4,5",4,2,2,2,3,4,2,4,3,3,-1,0,0,-1,-1,1,1,0,71,82,1,1,0,1,3,1,7,-3,-3,-3,-3,1,4,3,7,-3,3,3,-3,-3,-3,-3,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
91,0,0,1,3,1,1,1,43,0,0.995,0.001,4,4,3,3,3,3,3,2,3,3,3,0,2,0,0,4,4,2,1,4,0,4,4,4,4,4,NA,NA,NA,NA,"1,3",4,3,2,3,2,4,1,2,4,3,0,1,1,1,1,1,-1,1,12,50,1,1,1,1,2,1,6,-3,3,-3,-3,1,7,2,1,-3,-3,-2,0,-3,-3,0,-3,4,4,4,4,0,1,2,-2,-3,-2,-3,-4,2,2,0,-4,-4,-4,0
92,0,1,1,2,1,1,1,27,0.926,0.007,0.009,4,4,1,1,1,2,3,1,1,3,5,0,5,0,0,4,0,1,1,4,4,4,3,3,4,4,NA,NA,NA,NA,"4,5",5,3,2,2,2,3,2,4,0,2,0,-1,0,1,0,1,1,1,49,77,1,2,0,3,2,2,7,-3,-3,-3,-3,2,1,-3,4,-1,3,3,-2,-1,0,0,3,0,0,0,-4,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0
93,0,1,2,2,0,1,1,44,0.926,0.007,0.009,4,4,1,0,1,3,3,1,2,2,5,1,5,0,0,5,2,2,1,4,3,2,3,4,4,4,84.64285714,86.63853727,4.992967651,8.368495077,6,4,3,3,4,4,3,2,2,3,2,0,1,0,1,-1,0,0,1,50,70,1,1,3,2,1,1,6,-3,-3,-3,-3,1,7,1,7,-3,3,3,-3,-2,-1,2,3,0,-3,-1,-2,0,0,-1,-2,0,1,-4,0,1,-2,0,2,0,0,1
94,0,0,1,2,1,-1,2,33,0.926,0.007,0.009,4,3,1,1,2,2,2,2,2,1,0,0,2,0,0,4,2,1,1,4,3,4,3,2,1,4,NA,NA,NA,NA,5,4,2,2,2,3,4,3,3,1,2,1,1,0,1,0,0,0,1,0,50,1,1,0,3,2,2,1,-3,-3,-3,-3,1,7,1,3,-3,0,0,0,1,0,0,3,2,1,0,0,1,0,0,0,2,4,-4,0,1,-1,2,0,0,0,0
95,0,1,1,4,1,1,1,37,0.926,0.019,0.021,4,4,2,2,2,3,2,2,2,2,0,0,0,0,0,5,3,3,1,4,3,3,2,1,2,4,NA,NA,NA,NA,6,4,1,1,1,1,3,1,4,3,2,0,1,1,1,-1,1,1,1,50,82,1,2,1,2,3,3,5,-3,-2,-2,2,3,4,-1,3,-1,2,2,-2,2,-1,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
96,0,0,2,2,1,1,1,45,0.926,0.019,0.021,4,4,2,1,2,3,2,0,1,2,0,0,2,0,0,4,1,1,1,4,3,2,3,3,3,4,81.96721311,94.5,1.214285714,4.285714286,2,3,3,1,3,1,3,1,5,2,3,0,-1,1,1,-1,-1,1,1,70,88,1,1,1,2,3,2,4,-3,-3,-3,1,2,5,1,3,1,3,3,-3,-1,-1,3,2,0,0,-3,2,1,1,2,0,1,-2,-3,4,0,0,0,0,0,1,1
97,0,0,1,3,1,1,2,22,0.021,0.008,0.955,4,4,2,1,2,3,0,3,1,3,5,0,5,0,0,2,0,1,1,3,4,0,2,1,4,2,NA,NA,NA,NA,"1,4",4,2,2,2,3,4,3,4,4,3,0,0,0,0,0,0,0,0,80,70,1,1,1,3,3,1,7,3,-3,-3,-3,2,1,3,1,-3,3,3,-3,-3,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
98,0,1,2,4,0,0,1,42,0.021,0.008,0.955,4,4,1,1,1,1,3,1,1,1,4,0,5,0,0,5,2,1,2,4,3,4,3,4,3,3,NA,NA,NA,NA,"4,5,6",4,5,1,3,2,4,1,5,3,3,0,0,0,0,0,0,1,0,100,100,1,1,0,2,1,3,1,0,0,0,0,1,4,3,7,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
99,0,0,2,4,1,-1,2,30,0.021,0.008,0.955,4,4,1,1,2,4,4,2,3,3,5,0,5,0,0,3,1,1,2,4,2,1,2,2,3,2,NA,NA,NA,NA,"1,5",5,2,2,4,3,4,1,4,3,1,0,1,1,1,-1,1,1,0,85,85,2,2,0,2,3,1,6,1,-3,-3,1,2,2,2,5,1,2,2,-2,0,-2,-2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
100,0,1,2,2,0,1,3,32,0.021,0.008,0.955,4,4,2,1,1,4,2,1,2,2,5,0,5,0,0,5,2,3,1,4,3,3,1,2,2,1,NA,NA,NA,NA,"1,2,3,4",3,1,1,2,2,4,2,4,2,1,0,-1,0,0,-1,-1,-1,1,55,100,1,1,0,2,2,2,6,-3,-3,-3,-3,0,4,-3,4,-3,3,3,-3,-3,-3,-3,3,0,-2,-1,-1,0,-1,-3,-4,-1,4,-4,-2,4,4,0,-4,-2,0,0
101,0,0,2,2,0,1,1,36,0.895,0.072,0.006,4,4,2,2,2,3,4,1,2,3,2,0,3,0,0,2,1,1,2,4,2,4,3,2,3,4,NA,NA,NA,NA,"4,5",5,1,1,1,2,5,1,5,2,1,0,-1,0,1,-1,1,1,1,100,100,3,3,2,2,3,3,6,-3,-3,-3,-3,1,4,-1,4,-1,0,3,0,-1,0,0,3,0,0,-1,-1,0,-3,0,0,0,1,-4,0,0,-2,0,0,-1,-4,0
102,0,0,1,4,1,1,1,27,0.487,0.461,0.018,4,4,1,1,1,2,3,1,2,4,0,0,3,0,1,4,2,1,1,4,4,4,3,4,3,4,NA,NA,NA,NA,4,5,1,1,2,1,4,2,4,0,1,0,1,0,1,0,0,0,1,80,80,1,2,1,4,1,1,7,-3,-3,-3,3,4,7,0,7,3,3,3,0,-1,2,3,-1,-4,0,0,0,0,0,0,0,0,0,-4,0,0,0,0,0,0,0,0
103,0,0,1,4,1,1,1,30,0.94,0.034,0.005,4,4,2,1,2,4,4,4,2,4,5,3,4,0,0,5,4,2,1,4,3,3,2,1,2,3,79.9886299,78.84387586,9.423122483,11.73300166,"1,2,4",3,1,3,3,3,4,2,4,4,2,0,1,1,1,1,1,0,1,62,60,1,3,1,3,4,1,7,-3,-3,-3,-3,4,7,-3,7,1,3,2,-1,-3,-2,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
104,0,0,2,2,0,1,1,23,0.864,0.079,0.008,4,4,2,3,3,4,4,2,2,4,0,0,2,0,0,4,2,3,1,4,4,4,4,4,4,4,39.87240829,88,5.2,6.8,4,4,3,3,3,2,3,2,3,3,2,0,0,0,0,0,0,0,-1,30,60,1,1,1,1,2,2,6,-3,-3,-3,-3,0,5,-1,4,-2,3,1,-3,-3,-3,-1,3,0,3,3,1,1,0,0,0,0,0,1,1,0,0,0,1,0,0,1
105,0,0,2,4,1,0,1,34,0.864,0.079,0.008,4,4,3,2,3,3,3,2,3,4,5,0,2,0,0,4,2,3,2,4,4,4,4,2,3,4,82.07472178,81.6787732,8.942695722,9.378531073,4,4,2,2,3,1,4,1,4,4,2,0,1,-1,1,0,0,0,1,81,81,1,1,2,3,3,3,6,-3,-3,-3,0,1,4,3,4,0,0,3,-3,-3,-3,-3,-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
106,0,1,2,2,0,-1,1,21,0.864,0.079,0.008,4,4,2,2,2,3,4,1,1,3,1,0,5,0,0,5,2,1,2,4,2,4,2,4,2,4,88.33333333,96.69811321,0.471698113,2.830188679,"3,4",5,1,2,3,2,4,1,5,2,1,0,-1,1,1,0,1,1,1,85,100,2,2,2,3,2,2,6,3,-3,-3,1,2,7,-3,4,-1,3,3,-3,-3,0,-2,0,-3,0,2,-3,0,1,2,1,4,-2,-4,-3,-4,-3,0,3,2,0,1
107,0,1,2,4,0,1,1,25,0.864,0.079,0.008,4,4,1,3,2,3,3,1,1,4,5,0,5,0,0,4,1,1,1,4,4,4,2,3,3,3,NA,NA,NA,NA,4,4,2,2,3,2,4,1,4,3,1,0,1,0,1,0,1,1,1,50,50,4,3,1,3,3,4,6,-2,-3,-3,0,3,7,3,7,-3,3,-1,-3,-3,0,-3,3,0,-4,-2,4,-2,0,0,0,-3,4,4,-2,4,0,-4,-4,-4,4,0
108,0,0,2,2,0,1,1,20,0.864,0.079,0.008,4,4,1,3,3,4,1,3,3,4,5,5,5,0,0,5,1,2,2,4,4,4,3,1,2,4,78.75816993,89.62655602,4.564315353,5.809128631,5,5,1,1,2,2,5,2,5,3,3,1,0,0,1,1,0,1,1,100,100,1,2,2,3,4,2,7,-3,-3,-2,3,1,7,3,7,3,3,3,-3,-2,-3,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
